"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"ßC"	"%RH"	"hPa"	""	""	""	""	""
"2014/07/16 16:05'55"	"41836.6707754630"	"  23.7000"	"  61.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:06'15"	"41836.6710069444"	"  23.7000"	"  61.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:06'35"	"41836.6712384259"	"  23.7000"	"  60.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:06'55"	"41836.6714699074"	"  23.6000"	"  61.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:07'15"	"41836.6717013889"	"  23.6000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:07'35"	"41836.6719328704"	"  23.5000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:07'55"	"41836.6721643519"	"  23.5000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:08'15"	"41836.6723958333"	"  23.4000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:08'35"	"41836.6726273148"	"  23.3000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:08'55"	"41836.6728587963"	"  23.3000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:09'15"	"41836.6730902778"	"  23.3000"	"  59.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:09'35"	"41836.6733217593"	"  23.2000"	"  59.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:09'55"	"41836.6735532407"	"  23.2000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:10'15"	"41836.6737847222"	"  23.2000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:10'35"	"41836.6740162037"	"  23.1000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:10'55"	"41836.6742476852"	"  23.0000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:11'15"	"41836.6744791667"	"  23.0000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:11'35"	"41836.6747106481"	"  23.0000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:11'55"	"41836.6749421296"	"  22.9000"	"  58.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 16:12'15"	"41836.6751736111"	"  22.9000"	"  58.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 16:12'35"	"41836.6754050926"	"  22.9000"	"  58.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 16:12'55"	"41836.6756365741"	"  22.9000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:13'15"	"41836.6758680556"	"  22.9000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:13'35"	"41836.6760995370"	"  22.8000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:13'55"	"41836.6763310185"	"  22.8000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:14'15"	"41836.6765625000"	"  22.8000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:14'35"	"41836.6767939815"	"  22.8000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:14'55"	"41836.6770254630"	"  22.8000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:15'15"	"41836.6772569444"	"  22.7000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:15'35"	"41836.6774884259"	"  22.7000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:15'55"	"41836.6777199074"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:16'15"	"41836.6779513889"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:16'35"	"41836.6781828704"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:16'55"	"41836.6784143519"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:17'15"	"41836.6786458333"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:17'35"	"41836.6788773148"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:17'55"	"41836.6791087963"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:18'15"	"41836.6793402778"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:18'35"	"41836.6795717593"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:18'55"	"41836.6798032407"	"  22.4000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:19'15"	"41836.6800347222"	"  22.4000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:19'35"	"41836.6802662037"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:19'55"	"41836.6804976852"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:20'15"	"41836.6807291667"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:20'35"	"41836.6809606481"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:20'55"	"41836.6811921296"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:21'15"	"41836.6814236111"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:21'35"	"41836.6816550926"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:21'55"	"41836.6818865741"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:22'15"	"41836.6821180556"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:22'35"	"41836.6823495370"	"  22.3000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:22'55"	"41836.6825810185"	"  22.3000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:23'15"	"41836.6828125000"	"  22.3000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:23'35"	"41836.6830439815"	"  22.2000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:23'55"	"41836.6832754630"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:24'15"	"41836.6835069444"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:24'35"	"41836.6837384259"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:24'55"	"41836.6839699074"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:25'15"	"41836.6842013889"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:25'35"	"41836.6844328704"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:25'55"	"41836.6846643519"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:26'15"	"41836.6848958333"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:26'35"	"41836.6851273148"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:26'55"	"41836.6853587963"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:27'15"	"41836.6855902778"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:27'35"	"41836.6858217593"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:27'55"	"41836.6860532407"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:28'15"	"41836.6862847222"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:28'35"	"41836.6865162037"	"  22.2000"	"  54.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:28'55"	"41836.6867476852"	"  22.2000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:29'15"	"41836.6869791667"	"  22.3000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:29'35"	"41836.6872106481"	"  22.4000"	"  57.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:29'55"	"41836.6874421296"	"  22.5000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:30'15"	"41836.6876736111"	"  22.6000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:30'35"	"41836.6879050926"	"  22.7000"	"  59.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:30'55"	"41836.6881365741"	"  22.8000"	"  60.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:31'15"	"41836.6883680556"	"  22.8000"	"  61.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:31'35"	"41836.6885995370"	"  22.9000"	"  61.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:31'55"	"41836.6888310185"	"  23.0000"	"  62.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:32'15"	"41836.6890625000"	"  23.0000"	"  62.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:32'35"	"41836.6892939815"	"  23.1000"	"  62.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:32'55"	"41836.6895254630"	"  23.2000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:33'15"	"41836.6897569444"	"  23.2000"	"  63.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:33'35"	"41836.6899884259"	"  23.3000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:33'55"	"41836.6902199074"	"  23.3000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:34'15"	"41836.6904513889"	"  23.4000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:34'35"	"41836.6906828704"	"  23.4000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:34'55"	"41836.6909143519"	"  23.5000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:35'15"	"41836.6911458333"	"  23.5000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:35'35"	"41836.6913773148"	"  23.6000"	"  65.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:35'55"	"41836.6916087963"	"  23.6000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:36'15"	"41836.6918402778"	"  23.7000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:36'35"	"41836.6920717593"	"  23.7000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:36'55"	"41836.6923032407"	"  23.8000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:37'15"	"41836.6925347222"	"  23.8000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:37'35"	"41836.6927662037"	"  23.9000"	"  66.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:37'55"	"41836.6929976852"	"  23.9000"	"  67.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:38'15"	"41836.6932291667"	"  23.9000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:38'35"	"41836.6934606481"	"  23.9000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:38'55"	"41836.6936921296"	"  24.0000"	"  68.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:39'15"	"41836.6939236111"	"  24.0000"	"  68.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:39'35"	"41836.6941550926"	"  24.0000"	"  68.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:39'55"	"41836.6943865741"	"  24.0000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:40'15"	"41836.6946180556"	"  24.1000"	"  68.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:40'35"	"41836.6948495370"	"  24.1000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:40'55"	"41836.6950810185"	"  24.2000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:41'15"	"41836.6953125000"	"  24.2000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:41'35"	"41836.6955439815"	"  24.2000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:41'55"	"41836.6957754630"	"  24.2000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:42'15"	"41836.6960069444"	"  24.3000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:42'35"	"41836.6962384259"	"  24.3000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:42'55"	"41836.6964699074"	"  24.3000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:43'15"	"41836.6967013889"	"  24.3000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:43'35"	"41836.6969328704"	"  24.3000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:43'55"	"41836.6971643519"	"  24.4000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:44'15"	"41836.6973958333"	"  24.4000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:44'35"	"41836.6976273148"	"  24.4000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:44'55"	"41836.6978587963"	"  24.5000"	"  68.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:45'15"	"41836.6980902778"	"  24.5000"	"  69.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:45'35"	"41836.6983217593"	"  24.5000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:45'55"	"41836.6985532407"	"  24.5000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:46'15"	"41836.6987847222"	"  24.5000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:46'35"	"41836.6990162037"	"  24.5000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:46'55"	"41836.6992476852"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:47'15"	"41836.6994791667"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:47'35"	"41836.6997106481"	"  24.6000"	"  69.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 16:47'55"	"41836.6999421296"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:48'15"	"41836.7001736111"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:48'35"	"41836.7004050926"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:48'55"	"41836.7006365741"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:49'15"	"41836.7008680556"	"  24.6000"	"  69.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:49'35"	"41836.7010995370"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:49'55"	"41836.7013310185"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:50'15"	"41836.7015625000"	"  24.6000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:50'35"	"41836.7017939815"	"  24.6000"	"  68.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:50'55"	"41836.7020254630"	"  24.5000"	"  68.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:51'15"	"41836.7022569444"	"  24.5000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:51'35"	"41836.7024884259"	"  24.5000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:51'55"	"41836.7027199074"	"  24.5000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:52'15"	"41836.7029513889"	"  24.4000"	"  67.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:52'35"	"41836.7031828704"	"  24.4000"	"  67.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:52'55"	"41836.7034143519"	"  24.3000"	"  66.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:53'15"	"41836.7036458333"	"  24.3000"	"  66.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:53'35"	"41836.7038773148"	"  24.3000"	"  66.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:53'55"	"41836.7041087963"	"  24.3000"	"  65.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:54'15"	"41836.7043402778"	"  24.2000"	"  65.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:54'35"	"41836.7045717593"	"  24.2000"	"  65.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:54'55"	"41836.7048032407"	"  24.2000"	"  65.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:55'15"	"41836.7050347222"	"  24.2000"	"  65.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:55'35"	"41836.7052662037"	"  24.2000"	"  64.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:55'55"	"41836.7054976852"	"  24.2000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:56'15"	"41836.7057291667"	"  24.1000"	"  64.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 16:56'35"	"41836.7059606481"	"  24.1000"	"  63.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:56'55"	"41836.7061921296"	"  24.1000"	"  63.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:57'15"	"41836.7064236111"	"  24.0000"	"  63.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:57'35"	"41836.7066550926"	"  24.0000"	"  62.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:57'55"	"41836.7068865741"	"  23.9000"	"  62.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:58'15"	"41836.7071180556"	"  23.8000"	"  62.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:58'35"	"41836.7073495370"	"  23.8000"	"  61.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:58'55"	"41836.7075810185"	"  23.7000"	"  61.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:59'15"	"41836.7078125000"	"  23.7000"	"  61.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:59'35"	"41836.7080439815"	"  23.7000"	"  61.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 16:59'55"	"41836.7082754630"	"  23.6000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:00'15"	"41836.7085069444"	"  23.5000"	"  60.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:00'35"	"41836.7087384259"	"  23.4000"	"  60.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:00'55"	"41836.7089699074"	"  23.3000"	"  60.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:01'15"	"41836.7092013889"	"  23.3000"	"  60.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:01'35"	"41836.7094328704"	"  23.3000"	"  59.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:01'55"	"41836.7096643519"	"  23.3000"	"  59.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:02'15"	"41836.7098958333"	"  23.2000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:02'35"	"41836.7101273148"	"  23.2000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:02'55"	"41836.7103587963"	"  23.2000"	"  59.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:03'15"	"41836.7105902778"	"  23.2000"	"  59.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:03'35"	"41836.7108217593"	"  23.1000"	"  59.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:03'55"	"41836.7110532407"	"  23.1000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:04'15"	"41836.7112847222"	"  23.1000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:04'35"	"41836.7115162037"	"  23.0000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:04'55"	"41836.7117476852"	"  23.0000"	"  58.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 17:05'15"	"41836.7119791667"	"  23.0000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:05'35"	"41836.7122106481"	"  22.9000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:05'55"	"41836.7124421296"	"  22.8000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:06'15"	"41836.7126736111"	"  22.8000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:06'35"	"41836.7129050926"	"  22.7000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:06'55"	"41836.7131365741"	"  22.7000"	"  58.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:07'15"	"41836.7133680556"	"  22.7000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:07'35"	"41836.7135995370"	"  22.6000"	"  58.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:07'55"	"41836.7138310185"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:08'15"	"41836.7140625000"	"  22.6000"	"  57.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:08'35"	"41836.7142939815"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:08'55"	"41836.7145254630"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:09'15"	"41836.7147569444"	"  22.6000"	"  57.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:09'35"	"41836.7149884259"	"  22.6000"	"  57.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:09'55"	"41836.7152199074"	"  22.6000"	"  57.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:10'15"	"41836.7154513889"	"  22.6000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:10'35"	"41836.7156828704"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 17:10'55"	"41836.7159143519"	"  22.6000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:11'15"	"41836.7161458333"	"  22.5000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:11'35"	"41836.7163773148"	"  22.5000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:11'55"	"41836.7166087963"	"  22.4000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:12'15"	"41836.7168402778"	"  22.4000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:12'35"	"41836.7170717593"	"  22.3000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:12'55"	"41836.7173032407"	"  22.3000"	"  56.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:13'15"	"41836.7175347222"	"  22.3000"	"  56.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:13'35"	"41836.7177662037"	"  22.3000"	"  56.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:13'55"	"41836.7179976852"	"  22.3000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:14'15"	"41836.7182291667"	"  22.2000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:14'35"	"41836.7184606481"	"  22.2000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 17:14'55"	"41836.7186921296"	"  22.2000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:15'15"	"41836.7189236111"	"  22.2000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:15'35"	"41836.7191550926"	"  22.2000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:15'55"	"41836.7193865741"	"  22.2000"	"  55.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:16'15"	"41836.7196180556"	"  22.3000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:16'35"	"41836.7198495370"	"  22.3000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:16'55"	"41836.7200810185"	"  22.2000"	"  55.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:17'15"	"41836.7203125000"	"  22.2000"	"  55.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:17'35"	"41836.7205439815"	"  22.2000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:17'55"	"41836.7207754630"	"  22.2000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:18'15"	"41836.7210069444"	"  22.2000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:18'35"	"41836.7212384259"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:18'55"	"41836.7214699074"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:19'15"	"41836.7217013889"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:19'35"	"41836.7219328704"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:19'55"	"41836.7221643519"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:20'15"	"41836.7223958333"	"  22.0000"	"  55.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:20'35"	"41836.7226273148"	"  22.0000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:20'55"	"41836.7228587963"	"  22.0000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:21'15"	"41836.7230902778"	"  22.0000"	"  54.0000"	"  996.3000"	""	""	""	""	""	
"2014/07/16 17:21'35"	"41836.7233217593"	"  22.0000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:21'55"	"41836.7235532407"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:22'15"	"41836.7237847222"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 17:22'35"	"41836.7240162037"	"  22.1000"	"  54.0000"	"  996.4000"	""	""	""	""	""	
