"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"ßC"	"%RH"	"hPa"	""	""	""	""	""
"2014/07/16 13:31'55"	"41836.5638310185"	"  22.7000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:32'15"	"41836.5640625000"	"  22.7000"	"  56.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:32'35"	"41836.5642939815"	"  22.7000"	"  56.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:32'55"	"41836.5645254630"	"  22.8000"	"  57.0000"	"  997.0000"	""	""	""	""	""	
"2014/07/16 13:33'15"	"41836.5647569444"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:33'35"	"41836.5649884259"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:33'55"	"41836.5652199074"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:34'15"	"41836.5654513889"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:34'35"	"41836.5656828704"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:34'55"	"41836.5659143519"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:35'15"	"41836.5661458333"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:35'35"	"41836.5663773148"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:35'55"	"41836.5666087963"	"  22.8000"	"  57.0000"	"  996.9000"	""	""	""	""	""	
"2014/07/16 13:36'15"	"41836.5668402778"	"  22.8000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:36'35"	"41836.5670717593"	"  22.8000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:36'55"	"41836.5673032407"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:37'15"	"41836.5675347222"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:37'35"	"41836.5677662037"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:37'55"	"41836.5679976852"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:38'15"	"41836.5682291667"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:38'35"	"41836.5684606481"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:38'55"	"41836.5686921296"	"  22.8000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:39'15"	"41836.5689236111"	"  22.7000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:39'35"	"41836.5691550926"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:39'55"	"41836.5693865741"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:40'15"	"41836.5696180556"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:40'35"	"41836.5698495370"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:40'55"	"41836.5700810185"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:41'15"	"41836.5703125000"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:41'35"	"41836.5705439815"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:41'55"	"41836.5707754630"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:42'15"	"41836.5710069444"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:42'35"	"41836.5712384259"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:42'55"	"41836.5714699074"	"  22.7000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:43'15"	"41836.5717013889"	"  22.7000"	"  56.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:43'35"	"41836.5719328704"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:43'55"	"41836.5721643519"	"  22.7000"	"  57.0000"	"  996.8000"	""	""	""	""	""	
"2014/07/16 13:44'15"	"41836.5723958333"	"  22.7000"	"  57.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:44'35"	"41836.5726273148"	"  22.7000"	"  57.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:44'55"	"41836.5728587963"	"  22.7000"	"  57.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:45'15"	"41836.5730902778"	"  22.6000"	"  57.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:45'35"	"41836.5733217593"	"  22.6000"	"  57.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:45'55"	"41836.5735532407"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:46'15"	"41836.5737847222"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:46'35"	"41836.5740162037"	"  22.6000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:46'55"	"41836.5742476852"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:47'15"	"41836.5744791667"	"  22.6000"	"  57.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:47'35"	"41836.5747106481"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:47'55"	"41836.5749421296"	"  22.7000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:48'15"	"41836.5751736111"	"  22.7000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:48'35"	"41836.5754050926"	"  22.7000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 13:48'55"	"41836.5756365741"	"  22.6000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 13:49'15"	"41836.5758680556"	"  22.6000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 13:49'35"	"41836.5760995370"	"  22.6000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 13:49'55"	"41836.5763310185"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:50'15"	"41836.5765625000"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:50'35"	"41836.5767939815"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:50'55"	"41836.5770254630"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:51'15"	"41836.5772569444"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:51'35"	"41836.5774884259"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:51'55"	"41836.5777199074"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:52'15"	"41836.5779513889"	"  22.5000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:52'35"	"41836.5781828704"	"  22.5000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:52'55"	"41836.5784143519"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:53'15"	"41836.5786458333"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:53'35"	"41836.5788773148"	"  22.5000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:53'55"	"41836.5791087963"	"  22.5000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:54'15"	"41836.5793402778"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:54'35"	"41836.5795717593"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:54'55"	"41836.5798032407"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:55'15"	"41836.5800347222"	"  22.6000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:55'35"	"41836.5802662037"	"  22.6000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:55'55"	"41836.5804976852"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:56'15"	"41836.5807291667"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:56'35"	"41836.5809606481"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:56'55"	"41836.5811921296"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:57'15"	"41836.5814236111"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:57'35"	"41836.5816550926"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:57'55"	"41836.5818865741"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:58'15"	"41836.5821180556"	"  22.5000"	"  56.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 13:58'35"	"41836.5823495370"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:58'55"	"41836.5825810185"	"  22.6000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 13:59'15"	"41836.5828125000"	"  22.5000"	"  56.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 13:59'35"	"41836.5830439815"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 13:59'55"	"41836.5832754630"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:00'15"	"41836.5835069444"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:00'35"	"41836.5837384259"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:00'55"	"41836.5839699074"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:01'15"	"41836.5842013889"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:01'35"	"41836.5844328704"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:01'55"	"41836.5846643519"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:02'15"	"41836.5848958333"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:02'35"	"41836.5851273148"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:02'55"	"41836.5853587963"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:03'15"	"41836.5855902778"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:03'35"	"41836.5858217593"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:03'55"	"41836.5860532407"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:04'15"	"41836.5862847222"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:04'35"	"41836.5865162037"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:04'55"	"41836.5867476852"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:05'15"	"41836.5869791667"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:05'35"	"41836.5872106481"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:05'55"	"41836.5874421296"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:06'15"	"41836.5876736111"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:06'35"	"41836.5879050926"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:06'55"	"41836.5881365741"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:07'15"	"41836.5883680556"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:07'35"	"41836.5885995370"	"  22.6000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:07'55"	"41836.5888310185"	"  22.6000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:08'15"	"41836.5890625000"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:08'35"	"41836.5892939815"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:08'55"	"41836.5895254630"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:09'15"	"41836.5897569444"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:09'35"	"41836.5899884259"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:09'55"	"41836.5902199074"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:10'15"	"41836.5904513889"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:10'35"	"41836.5906828704"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:10'55"	"41836.5909143519"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:11'15"	"41836.5911458333"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:11'35"	"41836.5913773148"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:11'55"	"41836.5916087963"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:12'15"	"41836.5918402778"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:12'35"	"41836.5920717593"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:12'55"	"41836.5923032407"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:13'15"	"41836.5925347222"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:13'35"	"41836.5927662037"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:13'55"	"41836.5929976852"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:14'15"	"41836.5932291667"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:14'35"	"41836.5934606481"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:14'55"	"41836.5936921296"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:15'15"	"41836.5939236111"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:15'35"	"41836.5941550926"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:15'55"	"41836.5943865741"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:16'15"	"41836.5946180556"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:16'35"	"41836.5948495370"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:16'55"	"41836.5950810185"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:17'15"	"41836.5953125000"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:17'35"	"41836.5955439815"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:17'55"	"41836.5957754630"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:18'15"	"41836.5960069444"	"  22.6000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:18'35"	"41836.5962384259"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:18'55"	"41836.5964699074"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:19'15"	"41836.5967013889"	"  22.6000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:19'35"	"41836.5969328704"	"  22.5000"	"  56.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:19'55"	"41836.5971643519"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:20'15"	"41836.5973958333"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:20'35"	"41836.5976273148"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:20'55"	"41836.5978587963"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:21'15"	"41836.5980902778"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:21'35"	"41836.5983217593"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:21'55"	"41836.5985532407"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:22'15"	"41836.5987847222"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:22'35"	"41836.5990162037"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:22'55"	"41836.5992476852"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:23'15"	"41836.5994791667"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:23'35"	"41836.5997106481"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:23'55"	"41836.5999421296"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:24'15"	"41836.6001736111"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:24'35"	"41836.6004050926"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:24'55"	"41836.6006365741"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:25'15"	"41836.6008680556"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:25'35"	"41836.6010995370"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:25'55"	"41836.6013310185"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:26'15"	"41836.6015625000"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:26'35"	"41836.6017939815"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:26'55"	"41836.6020254630"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:27'15"	"41836.6022569444"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:27'35"	"41836.6024884259"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:27'55"	"41836.6027199074"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:28'15"	"41836.6029513889"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:28'35"	"41836.6031828704"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:28'55"	"41836.6034143519"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:29'15"	"41836.6036458333"	"  22.5000"	"  55.0000"	"  996.7000"	""	""	""	""	""	
"2014/07/16 14:29'35"	"41836.6038773148"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:29'55"	"41836.6041087963"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:30'15"	"41836.6043402778"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:30'35"	"41836.6045717593"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:30'55"	"41836.6048032407"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:31'15"	"41836.6050347222"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:31'35"	"41836.6052662037"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:31'55"	"41836.6054976852"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:32'15"	"41836.6057291667"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:32'35"	"41836.6059606481"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:32'55"	"41836.6061921296"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:33'15"	"41836.6064236111"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:33'35"	"41836.6066550926"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:33'55"	"41836.6068865741"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:34'15"	"41836.6071180556"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:34'35"	"41836.6073495370"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:34'55"	"41836.6075810185"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:35'15"	"41836.6078125000"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:35'35"	"41836.6080439815"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:35'55"	"41836.6082754630"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:36'15"	"41836.6085069444"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:36'35"	"41836.6087384259"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:36'55"	"41836.6089699074"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:37'15"	"41836.6092013889"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:37'35"	"41836.6094328704"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:37'55"	"41836.6096643519"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:38'15"	"41836.6098958333"	"  22.5000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:38'35"	"41836.6101273148"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:38'55"	"41836.6103587963"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:39'15"	"41836.6105902778"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:39'35"	"41836.6108217593"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:39'55"	"41836.6110532407"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:40'15"	"41836.6112847222"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:40'35"	"41836.6115162037"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:40'55"	"41836.6117476852"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:41'15"	"41836.6119791667"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:41'35"	"41836.6122106481"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:41'55"	"41836.6124421296"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:42'15"	"41836.6126736111"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:42'35"	"41836.6129050926"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:42'55"	"41836.6131365741"	"  22.4000"	"  55.0000"	"  996.6000"	""	""	""	""	""	
"2014/07/16 14:43'15"	"41836.6133680556"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:43'35"	"41836.6135995370"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:43'55"	"41836.6138310185"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:44'15"	"41836.6140625000"	"  22.5000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:44'35"	"41836.6142939815"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:44'55"	"41836.6145254630"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:45'15"	"41836.6147569444"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:45'35"	"41836.6149884259"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:45'55"	"41836.6152199074"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:46'15"	"41836.6154513889"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:46'35"	"41836.6156828704"	"  22.4000"	"  55.0000"	"  996.5000"	""	""	""	""	""	
"2014/07/16 14:46'55"	"41836.6159143519"	"  22.4000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:47'15"	"41836.6161458333"	"  22.4000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:47'35"	"41836.6163773148"	"  22.4000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:47'55"	"41836.6166087963"	"  22.3000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:48'15"	"41836.6168402778"	"  22.3000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
"2014/07/16 14:48'35"	"41836.6170717593"	"  22.3000"	"  55.0000"	"  996.4000"	""	""	""	""	""	
